Date,Time,Location/Area,Accident Type,Severity,Vehicle Type
2025-10-11,08:28:00,Industrial,Single Vehicle,Fatal,Car
2025-10-11,01:04:00,Highway,Pedestrian,Moderate,Auto
2025-10-11,04:41:00,North,Collision,Minor,Bus
2025-10-11,05:06:00,Highway,Rear-end,Moderate,Motorcycle
2025-10-11,06:41:00,South,Collision,Severe,Car
2025-10-11,20:35:00,Suburban,Collision,Moderate,Truck
2025-10-11,00:40:00,North,Pedestrian,Minor,Car
2025-10-11,22:26:00,Suburban,Single Vehicle,Minor,Car
2025-10-11,06:57:00,Central,Hit-and-run,Moderate,Truck
2025-10-11,19:45:00,Industrial,Rear-end,Minor,Bicycle
2025-10-11,11:01:00,East,Collision,Moderate,Auto
2025-10-11,15:24:00,East,Collision,Minor,Motorcycle
2025-10-12,15:08:00,North,Collision,Minor,Motorcycle
2025-10-12,10:52:00,Industrial,Rear-end,Severe,Bicycle
2025-10-12,20:26:00,North,Rear-end,Minor,Motorcycle
2025-10-12,03:00:00,West,Collision,Severe,Motorcycle
2025-10-12,12:22:00,North,Single Vehicle,Minor,Auto
2025-10-12,06:09:00,Suburban,Collision,Fatal,Car
2025-10-12,03:41:00,Central,Single Vehicle,Minor,Car
2025-10-12,14:51:00,North,Rear-end,Minor,Truck
2025-10-12,18:24:00,North,Collision,Severe,Car
2025-10-12,08:53:00,South,Pedestrian,Moderate,Car
2025-10-12,10:02:00,North,Hit-and-run,Minor,Motorcycle
2025-10-12,07:05:00,East,Rear-end,Fatal,Motorcycle
2025-10-12,00:57:00,Highway,Rear-end,Moderate,Bicycle
2025-10-12,22:05:00,Industrial,Collision,Fatal,Car
2025-10-13,23:52:00,West,Hit-and-run,Moderate,Car
2025-10-13,07:01:00,Central,Single Vehicle,Minor,Car
2025-10-13,12:57:00,Industrial,Collision,Minor,Motorcycle
2025-10-13,21:57:00,Central,Collision,Minor,Truck
2025-10-13,03:17:00,Highway,Single Vehicle,Moderate,Motorcycle
2025-10-13,07:22:00,North,Collision,Minor,Car
2025-10-13,02:01:00,South,Hit-and-run,Minor,Truck
2025-10-13,08:11:00,South,Rear-end,Minor,Motorcycle
2025-10-13,01:21:00,Highway,Rear-end,Minor,Car
2025-10-13,01:36:00,Central,Rear-end,Severe,Car
2025-10-13,12:19:00,West,Collision,Moderate,Motorcycle
2025-10-13,14:38:00,Central,Collision,Moderate,Bicycle
2025-10-13,22:23:00,Industrial,Pedestrian,Fatal,Auto
2025-10-13,11:47:00,Highway,Pedestrian,Moderate,Truck
2025-10-14,03:19:00,East,Hit-and-run,Fatal,Auto
2025-10-14,07:00:00,East,Hit-and-run,Minor,Truck
2025-10-14,08:00:00,Suburban,Collision,Minor,Auto
2025-10-14,22:16:00,East,Collision,Minor,Car
2025-10-14,04:58:00,East,Pedestrian,Minor,Motorcycle
2025-10-14,23:00:00,West,Rear-end,Severe,Bus
2025-10-14,19:52:00,Industrial,Collision,Moderate,Motorcycle
2025-10-14,17:51:00,Central,Collision,Minor,Car
2025-10-14,10:44:00,Highway,Collision,Moderate,Car
2025-10-14,14:29:00,East,Collision,Moderate,Unknown
2025-10-14,21:40:00,Central,Pedestrian,Minor,Car
2025-10-14,08:46:00,Highway,Single Vehicle,Moderate,Car
2025-10-14,16:02:00,South,Single Vehicle,Severe,Motorcycle
2025-10-14,11:45:00,Central,Single Vehicle,Severe,Auto
2025-10-14,06:54:00,West,Single Vehicle,Moderate,Bus
2025-10-15,09:10:00,Highway,Rear-end,Minor,Auto
2025-10-15,09:23:00,Highway,Collision,Minor,Auto
2025-10-15,12:21:00,Suburban,Pedestrian,Minor,Car
2025-10-15,18:43:00,Highway,Collision,Moderate,Car
2025-10-15,10:44:00,Central,Collision,Minor,Car
2025-10-15,12:25:00,South,Collision,Minor,Auto
2025-10-15,20:12:00,Highway,Rear-end,Severe,Car
2025-10-15,07:00:00,South,Collision,Severe,Bus
2025-10-15,07:23:00,West,Collision,Moderate,Car
2025-10-15,03:09:00,West,Rear-end,Minor,Auto
2025-10-15,14:34:00,South,Single Vehicle,Minor,Car
2025-10-15,10:23:00,Highway,Rear-end,Minor,Bus
2025-10-15,10:27:00,East,Single Vehicle,Moderate,Car
2025-10-15,00:35:00,East,Collision,Minor,Car
2025-10-16,16:15:00,Suburban,Collision,Severe,Motorcycle
2025-10-16,14:39:00,East,Rear-end,Fatal,Bicycle
2025-10-16,19:15:00,Central,Rear-end,Minor,Motorcycle
2025-10-16,05:58:00,East,Hit-and-run,Minor,Auto
2025-10-16,23:16:00,Highway,Pedestrian,Moderate,Bus
2025-10-16,21:50:00,Highway,Pedestrian,Severe,Bus
2025-10-16,14:53:00,Highway,Single Vehicle,Severe,Motorcycle
2025-10-16,08:14:00,Industrial,Rear-end,Minor,Car
2025-10-16,13:15:00,North,Collision,Minor,Car
2025-10-16,17:14:00,Highway,Rear-end,Moderate,Bicycle
2025-10-16,16:56:00,Highway,Collision,Moderate,Bicycle
2025-10-16,17:33:00,North,Collision,Minor,Bus
2025-10-16,04:10:00,Central,Collision,Moderate,Car
2025-10-16,19:00:00,Suburban,Rear-end,Moderate,Car
2025-10-17,19:14:00,Highway,Collision,Minor,Bicycle
2025-10-17,08:25:00,Highway,Collision,Severe,Car
2025-10-17,10:50:00,Highway,Hit-and-run,Minor,Auto
2025-10-17,23:03:00,West,Rear-end,Moderate,Car
2025-10-17,21:42:00,West,Hit-and-run,Moderate,Car
2025-10-17,00:04:00,West,Hit-and-run,Minor,Auto
2025-10-17,17:34:00,Central,Collision,Moderate,Car
2025-10-17,05:12:00,Industrial,Collision,Moderate,Car
2025-10-17,01:09:00,East,Collision,Severe,Bicycle
2025-10-17,14:10:00,West,Single Vehicle,Minor,Truck
2025-10-17,20:17:00,East,Pedestrian,Moderate,Bus
2025-10-17,13:33:00,East,Collision,Moderate,Bus
2025-10-17,04:38:00,Central,Collision,Moderate,Car
2025-10-17,05:40:00,North,Single Vehicle,Severe,Car
2025-10-17,05:41:00,Central,Rear-end,Minor,Motorcycle
2025-10-18,21:49:00,North,Pedestrian,Minor,Car
2025-10-18,17:22:00,Suburban,Collision,Moderate,Car
2025-10-18,13:06:00,Central,Collision,Minor,Bus
2025-10-18,09:58:00,North,Pedestrian,Severe,Car
2025-10-18,13:38:00,West,Hit-and-run,Moderate,Truck
2025-10-18,12:02:00,West,Hit-and-run,Minor,Car
2025-10-18,02:11:00,Central,Rear-end,Severe,Car
2025-10-18,05:06:00,Highway,Rear-end,Minor,Car
2025-10-18,07:48:00,Highway,Hit-and-run,Moderate,Auto
2025-10-18,11:25:00,North,Collision,Minor,Car
2025-10-18,12:32:00,North,Collision,Minor,Motorcycle
2025-10-18,10:36:00,Suburban,Single Vehicle,Minor,Truck
2025-10-18,11:47:00,Highway,Collision,Moderate,Car
2025-10-18,00:14:00,Industrial,Rear-end,Minor,Motorcycle
2025-10-19,16:01:00,Central,Hit-and-run,Minor,Auto
2025-10-19,15:40:00,South,Single Vehicle,Minor,Motorcycle
2025-10-19,10:06:00,West,Rear-end,Minor,Car
2025-10-19,12:31:00,North,Rear-end,Severe,Truck
2025-10-19,17:03:00,East,Single Vehicle,Minor,Motorcycle
2025-10-19,10:19:00,West,Pedestrian,Severe,Car
2025-10-19,11:49:00,South,Hit-and-run,Moderate,Car
2025-10-19,05:52:00,Highway,Rear-end,Moderate,Car
2025-10-19,08:35:00,Highway,Collision,Minor,Car
2025-10-19,15:31:00,South,Rear-end,Fatal,Car
2025-10-19,03:27:00,Highway,Single Vehicle,Minor,Motorcycle
2025-10-19,02:12:00,Central,Single Vehicle,Moderate,Car
2025-10-19,15:00:00,Highway,Collision,Fatal,Auto
2025-10-19,23:59:00,Central,Rear-end,Severe,Motorcycle
2025-10-20,11:55:00,Central,Rear-end,Moderate,Auto
2025-10-20,10:34:00,West,Single Vehicle,Fatal,Motorcycle
2025-10-20,04:47:00,East,Hit-and-run,Moderate,Car
2025-10-20,17:29:00,Highway,Rear-end,Minor,Motorcycle
2025-10-20,18:53:00,South,Collision,Minor,Auto
2025-10-20,22:35:00,North,Rear-end,Minor,Car
2025-10-20,22:56:00,East,Collision,Minor,Car
2025-10-20,05:54:00,East,Pedestrian,Moderate,Car
2025-10-20,21:24:00,South,Pedestrian,Moderate,Car
2025-10-20,17:15:00,Industrial,Rear-end,Minor,Car
2025-10-20,05:57:00,Industrial,Rear-end,Severe,Car
2025-10-20,03:18:00,Highway,Single Vehicle,Minor,Car
2025-10-20,11:00:00,Suburban,Collision,Fatal,Truck
2025-10-20,18:04:00,North,Collision,Fatal,Car
2025-10-21,01:50:00,Industrial,Single Vehicle,Severe,Truck
2025-10-21,16:21:00,South,Pedestrian,Severe,Motorcycle
2025-10-21,10:23:00,Industrial,Pedestrian,Minor,Motorcycle
2025-10-21,10:42:00,East,Collision,Moderate,Car
2025-10-21,20:44:00,Suburban,Collision,Minor,Motorcycle
2025-10-21,15:51:00,Industrial,Collision,Minor,Car
2025-10-21,01:36:00,Suburban,Collision,Moderate,Motorcycle
2025-10-21,01:52:00,Highway,Pedestrian,Minor,Motorcycle
2025-10-21,22:35:00,Highway,Collision,Fatal,Car
2025-10-21,07:35:00,Highway,Hit-and-run,Severe,Car
2025-10-21,12:03:00,Unknown,Collision,Minor,Car
2025-10-21,09:35:00,North,Rear-end,Moderate,Car
2025-10-21,07:51:00,South,Single Vehicle,Minor,Car
2025-10-21,03:52:00,Central,Collision,Severe,Bicycle
2025-10-21,14:17:00,East,Collision,Moderate,Car
2025-10-22,00:49:00,East,Collision,Minor,Motorcycle
2025-10-22,10:15:00,East,Collision,Minor,Truck
2025-10-22,06:40:00,Suburban,Rear-end,Minor,Truck
2025-10-22,16:17:00,Suburban,Collision,Fatal,Auto
2025-10-22,19:21:00,Central,Hit-and-run,Minor,Auto
2025-10-22,23:01:00,South,Pedestrian,Minor,Bus
2025-10-22,17:20:00,East,Rear-end,Severe,Bicycle
2025-10-22,21:35:00,South,Collision,Severe,Car
2025-10-22,21:43:00,Highway,Rear-end,Severe,Motorcycle
2025-10-22,11:38:00,East,Collision,Moderate,Auto
2025-10-22,08:46:00,West,Rear-end,Moderate,Truck
2025-10-22,04:38:00,Highway,Hit-and-run,Moderate,Bicycle
2025-10-22,09:28:00,Highway,Collision,Minor,Car
2025-10-22,03:53:00,Central,Pedestrian,Moderate,Motorcycle
2025-10-23,04:25:00,Industrial,Single Vehicle,Minor,Bicycle
2025-10-23,09:20:00,East,Pedestrian,Minor,Car
2025-10-23,10:16:00,South,Collision,Severe,Truck
2025-10-23,20:15:00,Central,Rear-end,Minor,Car
2025-10-23,23:59:00,East,Single Vehicle,Severe,Truck
2025-10-23,09:30:00,South,Collision,Minor,Auto
2025-10-23,07:50:00,North,Pedestrian,Minor,Car
2025-10-23,01:08:00,Industrial,Collision,Moderate,Car
2025-10-23,22:30:00,Highway,Collision,Moderate,Car
2025-10-23,07:13:00,North,Pedestrian,Moderate,Auto
2025-10-23,15:48:00,Central,Pedestrian,Severe,Truck
2025-10-23,21:36:00,Highway,Pedestrian,Minor,Car
2025-10-23,04:01:00,Central,Single Vehicle,Severe,Car
2025-10-23,02:51:00,Suburban,Collision,Minor,Bus
2025-10-24,11:47:00,West,Collision,Severe,Bus
2025-10-24,12:45:00,South,Single Vehicle,Minor,Car
2025-10-24,12:13:00,North,Collision,Severe,Car
2025-10-24,09:58:00,Central,Hit-and-run,Moderate,Bus
2025-10-24,03:32:00,North,Rear-end,Minor,Motorcycle
2025-10-24,08:34:00,Central,Collision,Severe,Bicycle
2025-10-24,21:57:00,West,Collision,Minor,Motorcycle
2025-10-24,23:38:00,Central,Rear-end,Minor,Truck
2025-10-24,22:57:00,East,Single Vehicle,Severe,Motorcycle
2025-10-24,01:46:00,West,Hit-and-run,Minor,Auto
2025-10-24,18:50:00,South,Hit-and-run,Minor,Car
2025-10-24,00:19:00,Central,Rear-end,Moderate,Car
2025-10-24,06:01:00,Central,Collision,Severe,Car
2025-10-24,16:50:00,Central,Collision,Minor,Auto
2025-10-24,02:40:00,Industrial,Rear-end,Moderate,Motorcycle
2025-10-25,19:18:00,South,Collision,Moderate,Car
2025-10-25,19:58:00,Highway,Collision,Severe,Motorcycle
2025-10-25,20:36:00,East,Rear-end,Severe,Car
2025-10-25,02:17:00,East,Rear-end,Moderate,Car
2025-10-25,02:15:00,East,Collision,Moderate,Car
2025-10-25,16:03:00,Industrial,Rear-end,Minor,Motorcycle
2025-10-25,06:11:00,North,Rear-end,Minor,Truck
2025-10-25,13:28:00,Central,Collision,Moderate,Auto
2025-10-25,16:06:00,West,Single Vehicle,Fatal,Auto
2025-10-25,17:13:00,South,Collision,Moderate,Car
2025-10-25,12:54:00,East,Single Vehicle,Minor,Bus
2025-10-25,19:11:00,West,Collision,Moderate,Car
2025-10-25,19:34:00,East,Single Vehicle,Moderate,Car
2025-10-25,20:04:00,West,Collision,Moderate,Car
2025-10-26,17:16:00,West,Pedestrian,Moderate,Motorcycle
2025-10-26,03:57:00,Industrial,Collision,Moderate,Car
2025-10-26,00:41:00,Industrial,Hit-and-run,Minor,Car
2025-10-26,17:31:00,East,Rear-end,Severe,Truck
2025-10-26,00:09:00,Industrial,Collision,Moderate,Car
2025-10-26,12:42:00,Highway,Pedestrian,Minor,Motorcycle
2025-10-26,19:16:00,East,Collision,Minor,Car
2025-10-26,19:04:00,South,Single Vehicle,Severe,Car
2025-10-26,22:44:00,Highway,Collision,Severe,Car
2025-10-26,09:41:00,West,Rear-end,Minor,Car
2025-10-26,10:08:00,Central,Hit-and-run,Minor,Car
2025-10-26,08:48:00,Highway,Rear-end,Minor,Motorcycle
2025-10-26,08:32:00,Central,Collision,Minor,Bus
2025-10-26,04:35:00,Industrial,Pedestrian,Moderate,Car
2025-10-27,00:35:00,Industrial,Pedestrian,Moderate,Car
2025-10-27,16:17:00,Suburban,Single Vehicle,Moderate,Bus
2025-10-27,21:08:00,Central,Collision,Moderate,Car
2025-10-27,01:56:00,Unknown,Rear-end,Minor,Car
2025-10-27,23:28:00,East,Collision,Minor,Motorcycle
2025-10-27,12:49:00,South,Collision,Minor,Truck
2025-10-27,08:13:00,Central,Pedestrian,Minor,Motorcycle
2025-10-27,03:24:00,West,Collision,Minor,Truck
2025-10-27,04:14:00,East,Rear-end,Moderate,Car
2025-10-27,10:05:00,Central,Rear-end,Severe,Motorcycle
2025-10-27,23:55:00,West,Hit-and-run,Moderate,Car
2025-10-27,18:41:00,Industrial,Single Vehicle,Severe,Bus
2025-10-27,20:28:00,Highway,Hit-and-run,Moderate,Auto
2025-10-27,02:14:00,Highway,Rear-end,Moderate,Car
2025-10-28,11:28:00,South,Pedestrian,Minor,Car
2025-10-28,18:03:00,Suburban,Hit-and-run,Fatal,Car
2025-10-28,18:17:00,Highway,Collision,Minor,Car
2025-10-28,12:49:00,South,Collision,Minor,Car
2025-10-28,06:56:00,Central,Collision,Minor,Motorcycle
2025-10-28,14:48:00,East,Rear-end,Fatal,Bicycle
2025-10-28,22:43:00,Unknown,Pedestrian,Fatal,Car
2025-10-28,06:38:00,West,Collision,Severe,Car
2025-10-28,07:15:00,West,Rear-end,Moderate,Car
2025-10-28,04:10:00,Industrial,Single Vehicle,Moderate,Car
2025-10-28,20:13:00,East,Pedestrian,Fatal,Car
2025-10-28,13:02:00,Central,Hit-and-run,Moderate,Bus
2025-10-28,03:50:00,Highway,Collision,Severe,Car
2025-10-28,22:49:00,South,Collision,Minor,Bicycle
2025-10-28,09:41:00,Suburban,Collision,Minor,Motorcycle
2025-10-29,19:37:00,Central,Collision,Severe,Motorcycle
2025-10-29,14:44:00,Suburban,Collision,Minor,Car
2025-10-29,17:41:00,Central,Rear-end,Severe,Truck
2025-10-29,19:17:00,North,Collision,Moderate,Motorcycle
2025-10-29,12:57:00,Central,Collision,Severe,Car
2025-10-29,07:19:00,Industrial,Collision,Minor,Car
2025-10-29,08:57:00,Highway,Hit-and-run,Moderate,Auto
2025-10-29,15:47:00,East,Rear-end,Moderate,Car
2025-10-29,18:24:00,Suburban,Rear-end,Moderate,Motorcycle
2025-10-29,15:56:00,West,Collision,Moderate,Car
2025-10-29,06:37:00,West,Collision,Fatal,Car
2025-10-29,13:12:00,Highway,Collision,Moderate,Car
2025-10-29,13:03:00,South,Collision,Minor,Car
2025-10-29,03:54:00,South,Single Vehicle,Severe,Truck
2025-10-30,14:13:00,Highway,Single Vehicle,Minor,Car
2025-10-30,02:32:00,Highway,Hit-and-run,Minor,Bus
2025-10-30,04:27:00,Suburban,Single Vehicle,Minor,Truck
2025-10-30,00:51:00,Highway,Hit-and-run,Severe,Car
2025-10-30,02:36:00,Central,Collision,Minor,Motorcycle
2025-10-30,14:07:00,Highway,Single Vehicle,Minor,Bus
2025-10-30,23:43:00,South,Collision,Severe,Truck
2025-10-30,07:33:00,Suburban,Hit-and-run,Severe,Motorcycle
2025-10-30,03:43:00,East,Collision,Minor,Truck
2025-10-30,01:04:00,West,Rear-end,Moderate,Car
2025-10-30,23:53:00,East,Hit-and-run,Severe,Truck
2025-10-30,23:04:00,South,Rear-end,Minor,Car
2025-10-30,09:30:00,Central,Collision,Severe,Motorcycle
2025-10-30,03:44:00,Highway,Collision,Moderate,Car
2025-10-31,02:08:00,Highway,Collision,Moderate,Auto
2025-10-31,01:41:00,Central,Single Vehicle,Moderate,Motorcycle
2025-10-31,16:31:00,Highway,Pedestrian,Moderate,Truck
2025-10-31,22:32:00,West,Rear-end,Minor,Bus
2025-10-31,20:02:00,South,Collision,Moderate,Auto
2025-10-31,23:29:00,North,Pedestrian,Minor,Truck
2025-10-31,19:49:00,Highway,Collision,Minor,Car
2025-10-31,22:11:00,Industrial,Collision,Minor,Auto
2025-10-31,12:28:00,West,Collision,Severe,Motorcycle
2025-10-31,04:02:00,West,Single Vehicle,Minor,Motorcycle
2025-10-31,20:25:00,Central,Collision,Minor,Auto
2025-10-31,08:56:00,East,Collision,Minor,Car
2025-10-31,21:29:00,North,Rear-end,Moderate,Car
2025-10-31,05:08:00,North,Collision,Moderate,Motorcycle
2025-10-31,04:25:00,Industrial,Rear-end,Moderate,Bus
2025-11-01,09:01:00,Suburban,Rear-end,Minor,Motorcycle
2025-11-01,07:02:00,South,Rear-end,Minor,Truck
2025-11-01,06:45:00,North,Collision,Moderate,Motorcycle
2025-11-01,06:03:00,West,Collision,Severe,Motorcycle
2025-11-01,05:24:00,Highway,Pedestrian,Minor,Auto
2025-11-01,20:50:00,Industrial,Single Vehicle,Minor,Car
2025-11-01,19:12:00,Highway,Collision,Minor,Truck
2025-11-01,02:38:00,East,Collision,Moderate,Bus
2025-11-01,18:43:00,Industrial,Collision,Minor,Motorcycle
2025-11-01,21:34:00,Central,Rear-end,Severe,Car
2025-11-01,14:54:00,South,Hit-and-run,Minor,Car
2025-11-01,03:22:00,South,Collision,Minor,Bus
2025-11-01,11:08:00,East,Hit-and-run,Minor,Car
2025-11-01,05:01:00,Suburban,Hit-and-run,Moderate,Car
2025-11-02,18:53:00,Highway,Single Vehicle,Moderate,Car
2025-11-02,03:40:00,Central,Collision,Minor,Motorcycle
2025-11-02,14:43:00,Central,Collision,Severe,Truck
2025-11-02,08:30:00,South,Collision,Minor,Bus
2025-11-02,04:43:00,South,Single Vehicle,Moderate,Car
2025-11-02,12:46:00,West,Pedestrian,Moderate,Truck
2025-11-02,22:01:00,Highway,Rear-end,Minor,Truck
2025-11-02,17:31:00,Suburban,Collision,Severe,Car
2025-11-02,04:17:00,West,Collision,Severe,Car
2025-11-02,15:12:00,Highway,Collision,Minor,Auto
2025-11-02,18:45:00,East,Rear-end,Moderate,Truck
2025-11-02,13:04:00,North,Collision,Minor,Truck
2025-11-02,15:57:00,East,Collision,Moderate,Car
2025-11-02,14:41:00,West,Hit-and-run,Minor,Bus
2025-11-03,21:43:00,Industrial,Collision,Severe,Motorcycle
2025-11-03,03:09:00,North,Rear-end,Minor,Auto
2025-11-03,06:55:00,South,Collision,Minor,Bicycle
2025-11-03,15:42:00,South,Pedestrian,Minor,Bicycle
2025-11-03,23:24:00,Suburban,Rear-end,Minor,Auto
2025-11-03,21:33:00,East,Single Vehicle,Moderate,Car
2025-11-03,20:36:00,Industrial,Rear-end,Minor,Auto
2025-11-03,21:29:00,Industrial,Single Vehicle,Moderate,Car
2025-11-03,20:06:00,North,Single Vehicle,Minor,Auto
2025-11-03,07:05:00,West,Rear-end,Moderate,Car
2025-11-03,16:53:00,Highway,Single Vehicle,Moderate,Unknown
2025-11-03,15:54:00,East,Collision,Fatal,Car
2025-11-03,22:02:00,Suburban,Collision,Fatal,Bus
2025-11-03,09:12:00,North,Collision,Severe,Car
2025-11-04,09:02:00,Central,Rear-end,Moderate,Car
2025-11-04,01:25:00,Highway,Hit-and-run,Minor,Bus
2025-11-04,08:56:00,Highway,Pedestrian,Moderate,Truck
2025-11-04,16:23:00,Suburban,Collision,Fatal,Car
2025-11-04,10:52:00,Industrial,Rear-end,Minor,Car
2025-11-04,09:05:00,Suburban,Collision,Moderate,Car
2025-11-04,21:42:00,Highway,Hit-and-run,Minor,Truck
2025-11-04,16:59:00,Highway,Collision,Moderate,Bicycle
2025-11-04,03:57:00,West,Single Vehicle,Minor,Truck
2025-11-04,15:48:00,South,Collision,Moderate,Car
2025-11-04,19:41:00,Suburban,Collision,Moderate,Car
2025-11-04,14:11:00,East,Single Vehicle,Fatal,Bicycle
2025-11-04,20:48:00,East,Rear-end,Moderate,Car
2025-11-04,04:35:00,East,Collision,Severe,Motorcycle
2025-11-04,05:01:00,West,Rear-end,Minor,Car
2025-11-05,16:10:00,East,Collision,Minor,Bus
2025-11-05,00:38:00,Central,Single Vehicle,Minor,Auto
2025-11-05,18:33:00,Highway,Rear-end,Minor,Car
2025-11-05,03:25:00,East,Collision,Minor,Truck
2025-11-05,16:17:00,West,Rear-end,Moderate,Motorcycle
2025-11-05,08:20:00,Central,Collision,Moderate,Car
2025-11-05,23:35:00,Central,Pedestrian,Moderate,Car
2025-11-05,01:39:00,North,Single Vehicle,Minor,Motorcycle
2025-11-05,07:51:00,Unknown,Single Vehicle,Minor,Car
2025-11-05,14:45:00,Central,Collision,Moderate,Bus
2025-11-05,06:43:00,Highway,Collision,Minor,Car
2025-11-05,05:21:00,North,Collision,Minor,Car
2025-11-05,00:52:00,North,Hit-and-run,Minor,Car
2025-11-05,14:58:00,North,Rear-end,Minor,Car
2025-11-06,22:29:00,Central,Rear-end,Minor,Motorcycle
2025-11-06,06:49:00,Highway,Single Vehicle,Minor,Car
2025-11-06,16:42:00,Highway,Collision,Minor,Truck
2025-11-06,01:59:00,West,Collision,Moderate,Bicycle
2025-11-06,08:29:00,North,Collision,Minor,Bus
2025-11-06,08:07:00,North,Collision,Minor,Car
2025-11-06,12:33:00,East,Collision,Severe,Auto
2025-11-06,05:56:00,Suburban,Rear-end,Severe,Car
2025-11-06,05:46:00,North,Collision,Minor,Motorcycle
2025-11-06,19:08:00,Industrial,Collision,Severe,Motorcycle
2025-11-06,19:50:00,East,Pedestrian,Minor,Car
2025-11-06,20:19:00,South,Collision,Minor,Auto
2025-11-06,02:39:00,East,Hit-and-run,Fatal,Car
2025-11-06,16:24:00,Central,Collision,Severe,Motorcycle
2025-11-07,16:18:00,Highway,Rear-end,Minor,Car
2025-11-07,11:04:00,North,Single Vehicle,Moderate,Bus
2025-11-07,15:10:00,Industrial,Collision,Moderate,Bus
2025-11-07,14:14:00,Central,Rear-end,Minor,Car
2025-11-07,12:07:00,Suburban,Single Vehicle,Minor,Truck
2025-11-07,22:18:00,North,Rear-end,Minor,Truck
2025-11-07,00:22:00,Highway,Collision,Severe,Motorcycle
2025-11-07,16:26:00,Highway,Rear-end,Minor,Motorcycle
2025-11-07,02:39:00,Suburban,Hit-and-run,Moderate,Motorcycle
2025-11-07,14:31:00,East,Single Vehicle,Minor,Car
2025-11-07,03:25:00,Industrial,Collision,Minor,Truck
2025-11-07,03:26:00,South,Collision,Moderate,Motorcycle
2025-11-07,17:18:00,North,Collision,Moderate,Motorcycle
2025-11-07,16:49:00,East,Collision,Minor,Auto
2025-11-07,18:41:00,Central,Collision,Minor,Car
2025-11-08,10:28:00,Suburban,Collision,Moderate,Car
2025-11-08,19:38:00,Central,Collision,Minor,Car
2025-11-08,02:59:00,West,Collision,Minor,Car
2025-11-08,07:40:00,West,Single Vehicle,Moderate,Car
2025-11-08,13:32:00,East,Collision,Moderate,Bicycle
2025-11-08,00:18:00,Industrial,Collision,Minor,Car
2025-11-08,13:36:00,Unknown,Collision,Moderate,Truck
2025-11-08,01:18:00,West,Single Vehicle,Severe,Car
2025-11-08,22:32:00,North,Pedestrian,Minor,Motorcycle
2025-11-08,03:46:00,Suburban,Pedestrian,Moderate,Bicycle
2025-11-08,23:15:00,Highway,Collision,Minor,Car
2025-11-08,18:22:00,Suburban,Pedestrian,Minor,Auto
2025-11-08,05:06:00,Central,Rear-end,Minor,Bicycle
2025-11-08,00:25:00,North,Collision,Minor,Motorcycle
2025-11-09,16:31:00,North,Rear-end,Severe,Car
2025-11-09,07:11:00,Central,Pedestrian,Minor,Truck
2025-11-09,18:07:00,North,Pedestrian,Moderate,Auto
2025-11-09,20:04:00,Industrial,Single Vehicle,Minor,Car
2025-11-09,00:41:00,North,Single Vehicle,Minor,Motorcycle
2025-11-09,04:27:00,East,Collision,Moderate,Car
2025-11-09,15:52:00,Highway,Rear-end,Severe,Car
2025-11-09,05:04:00,Industrial,Collision,Severe,Auto
2025-11-09,07:48:00,South,Single Vehicle,Severe,Motorcycle
2025-11-09,12:25:00,South,Collision,Minor,Car
2025-11-09,15:04:00,East,Single Vehicle,Severe,Motorcycle
2025-11-09,02:21:00,Central,Collision,Minor,Car
2025-11-09,18:14:00,West,Collision,Moderate,Car
2025-11-09,11:12:00,South,Collision,Severe,Motorcycle
2025-11-10,15:27:00,Highway,Collision,Minor,Car
2025-11-10,10:32:00,Industrial,Single Vehicle,Minor,Car
2025-11-10,09:42:00,West,Collision,Moderate,Car
2025-11-10,19:22:00,South,Rear-end,Moderate,Motorcycle
2025-11-10,03:32:00,North,Collision,Minor,Bus
2025-11-10,11:42:00,Highway,Collision,Fatal,Auto
2025-11-10,22:17:00,East,Collision,Moderate,Car
2025-11-10,01:49:00,North,Collision,Minor,Motorcycle
2025-11-10,23:52:00,North,Single Vehicle,Minor,Auto
2025-11-10,21:29:00,Central,Rear-end,Moderate,Car
2025-11-10,18:25:00,Highway,Collision,Minor,Auto
2025-11-10,04:15:00,North,Rear-end,Minor,Auto
2025-11-10,07:12:00,East,Collision,Moderate,Car
2025-11-10,06:38:00,East,Collision,Moderate,Car
2025-11-11,13:32:00,West,Rear-end,Moderate,Car
2025-11-11,23:25:00,Highway,Collision,Minor,Car
2025-11-11,22:47:00,Highway,Hit-and-run,Moderate,Auto
2025-11-11,02:00:00,East,Rear-end,Fatal,Auto
2025-11-11,17:48:00,Central,Pedestrian,Minor,Car
2025-11-11,15:37:00,East,Single Vehicle,Moderate,Motorcycle
2025-11-11,22:01:00,West,Collision,Severe,Motorcycle
2025-11-11,18:48:00,West,Collision,Moderate,Car
2025-11-11,18:05:00,West,Collision,Moderate,Truck
2025-11-11,17:45:00,Central,Collision,Minor,Auto
2025-11-11,19:49:00,West,Pedestrian,Moderate,Car
2025-11-11,15:37:00,North,Pedestrian,Moderate,Car
2025-11-11,07:41:00,Industrial,Rear-end,Moderate,Car
2025-11-11,00:23:00,South,Rear-end,Fatal,Car
2025-11-11,16:17:00,Industrial,Collision,Minor,Car
2025-11-12,11:26:00,Central,Rear-end,Minor,Motorcycle
2025-11-12,20:40:00,South,Pedestrian,Minor,Motorcycle
2025-11-12,10:07:00,Industrial,Rear-end,Moderate,Bus
2025-11-12,04:27:00,North,Collision,Minor,Car
